ICD9dx,CCS Category,CCS Category Description
'E8157','2607 ','e codes: motor vehicle traffic (mvt)'
'E8158','2607 ','e codes: motor vehicle traffic (mvt)'
'E8159','2607 ','e codes: motor vehicle traffic (mvt)'
'E8160','2607 ','e codes: motor vehicle traffic (mvt)'
'E8161','2607 ','e codes: motor vehicle traffic (mvt)'
'E8162','2607 ','e codes: motor vehicle traffic (mvt)'
'E8163','2607 ','e codes: motor vehicle traffic (mvt)'
'E8164','2607 ','e codes: motor vehicle traffic (mvt)'
'E8165','2607 ','e codes: motor vehicle traffic (mvt)'
'E8166','2607 ','e codes: motor vehicle traffic (mvt)'
'E8167','2607 ','e codes: motor vehicle traffic (mvt)'
'E8168','2607 ','e codes: motor vehicle traffic (mvt)'
'E8169','2607 ','e codes: motor vehicle traffic (mvt)'
'E8170','2607 ','e codes: motor vehicle traffic (mvt)'
'E8171','2607 ','e codes: motor vehicle traffic (mvt)'
'E8172','2607 ','e codes: motor vehicle traffic (mvt)'
'E8173','2607 ','e codes: motor vehicle traffic (mvt)'
'E8174','2607 ','e codes: motor vehicle traffic (mvt)'
'E8175','2607 ','e codes: motor vehicle traffic (mvt)'
'E8176','2607 ','e codes: motor vehicle traffic (mvt)'
'E8177','2607 ','e codes: motor vehicle traffic (mvt)'
'E8178','2607 ','e codes: motor vehicle traffic (mvt)'
'E8179','2607 ','e codes: motor vehicle traffic (mvt)'
'E8180','2607 ','e codes: motor vehicle traffic (mvt)'
'E8181','2607 ','e codes: motor vehicle traffic (mvt)'
'E8182','2607 ','e codes: motor vehicle traffic (mvt)'
'E8183','2607 ','e codes: motor vehicle traffic (mvt)'
'E8184','2607 ','e codes: motor vehicle traffic (mvt)'
'E8185','2607 ','e codes: motor vehicle traffic (mvt)'
'E8186','2607 ','e codes: motor vehicle traffic (mvt)'
'E8187','2607 ','e codes: motor vehicle traffic (mvt)'
'E8188','2607 ','e codes: motor vehicle traffic (mvt)'
'E8189','2607 ','e codes: motor vehicle traffic (mvt)'
'E8190','2607 ','e codes: motor vehicle traffic (mvt)'
'E8191','2607 ','e codes: motor vehicle traffic (mvt)'
'E8192','2607 ','e codes: motor vehicle traffic (mvt)'
'E8193','2607 ','e codes: motor vehicle traffic (mvt)'
'E8194','2607 ','e codes: motor vehicle traffic (mvt)'
'E8195','2607 ','e codes: motor vehicle traffic (mvt)'
'E8196','2607 ','e codes: motor vehicle traffic (mvt)'
'E8197','2607 ','e codes: motor vehicle traffic (mvt)'
'E8198','2607 ','e codes: motor vehicle traffic (mvt)'
'E8199','2607 ','e codes: motor vehicle traffic (mvt)'
'E9685','2607 ','e codes: motor vehicle traffic (mvt)'
'E9885','2607 ','e codes: motor vehicle traffic (mvt)'
'E8003','2608 ','E Codes: Pedal cyclist- not MVT'
'E8013','2608 ','E Codes: Pedal cyclist- not MVT'
'E8023','2608 ','E Codes: Pedal cyclist- not MVT'
'E8033','2608 ','E Codes: Pedal cyclist- not MVT'
'E8043','2608 ','E Codes: Pedal cyclist- not MVT'
'E8053','2608 ','E Codes: Pedal cyclist- not MVT'
'E8063','2608 ','E Codes: Pedal cyclist- not MVT'
'E8073','2608 ','E Codes: Pedal cyclist- not MVT'
'E8206','2608 ','E Codes: Pedal cyclist- not MVT'
'E8216','2608 ','E Codes: Pedal cyclist- not MVT'
'E8226','2608 ','E Codes: Pedal cyclist- not MVT'
'E8236','2608 ','E Codes: Pedal cyclist- not MVT'
'E8246','2608 ','E Codes: Pedal cyclist- not MVT'
'E8256','2608 ','E Codes: Pedal cyclist- not MVT'
'E8261','2608 ','E Codes: Pedal cyclist- not MVT'
'E8269','2608 ','E Codes: Pedal cyclist- not MVT'
'E8002','2609 ','E Codes: Pedestrian- not MVT'
'E8012','2609 ','E Codes: Pedestrian- not MVT'
'E8022','2609 ','E Codes: Pedestrian- not MVT'
'E8032','2609 ','E Codes: Pedestrian- not MVT'
'E8042','2609 ','E Codes: Pedestrian- not MVT'
'E8052','2609 ','E Codes: Pedestrian- not MVT'
'E8062','2609 ','E Codes: Pedestrian- not MVT'
'E8072','2609 ','E Codes: Pedestrian- not MVT'
'E8207','2609 ','E Codes: Pedestrian- not MVT'
'E8217','2609 ','E Codes: Pedestrian- not MVT'
'E8227','2609 ','E Codes: Pedestrian- not MVT'
'E8237','2609 ','E Codes: Pedestrian- not MVT'
'E8247','2609 ','E Codes: Pedestrian- not MVT'
'E8257','2609 ','E Codes: Pedestrian- not MVT'
'E8260','2609 ','E Codes: Pedestrian- not MVT'
'E8270','2609 ','E Codes: Pedestrian- not MVT'
'E8280','2609 ','E Codes: Pedestrian- not MVT'
'E8290','2609 ','E Codes: Pedestrian- not MVT'
'E8000','2610 ','e codes: transport- not mvt'
'E8001','2610 ','e codes: transport- not mvt'
'E8008','2610 ','e codes: transport- not mvt'
'E8009','2610 ','e codes: transport- not mvt'
'E8010','2610 ','e codes: transport- not mvt'
'E8011','2610 ','e codes: transport- not mvt'
'E8018','2610 ','e codes: transport- not mvt'
'E8019','2610 ','e codes: transport- not mvt'
'E8020','2610 ','e codes: transport- not mvt'
'E8021','2610 ','e codes: transport- not mvt'
'E8028','2610 ','e codes: transport- not mvt'
'E8029','2610 ','e codes: transport- not mvt'
'E8030','2610 ','e codes: transport- not mvt'
'E8031','2610 ','e codes: transport- not mvt'
'E8038','2610 ','e codes: transport- not mvt'
'E8039','2610 ','e codes: transport- not mvt'
'E8040','2610 ','e codes: transport- not mvt'
'E8041','2610 ','e codes: transport- not mvt'
'E8048','2610 ','e codes: transport- not mvt'
'E8049','2610 ','e codes: transport- not mvt'
'E8050','2610 ','e codes: transport- not mvt'
'E8051','2610 ','e codes: transport- not mvt'
'E8058','2610 ','e codes: transport- not mvt'
'E8059','2610 ','e codes: transport- not mvt'
'E8060','2610 ','e codes: transport- not mvt'
'E8061','2610 ','e codes: transport- not mvt'
'E8068','2610 ','e codes: transport- not mvt'
'E8069','2610 ','e codes: transport- not mvt'
'E8070','2610 ','e codes: transport- not mvt'
'E8071','2610 ','e codes: transport- not mvt'
'E8078','2610 ','e codes: transport- not mvt'
'E8079','2610 ','e codes: transport- not mvt'
'E8200','2610 ','e codes: transport- not mvt'
'E8201','2610 ','e codes: transport- not mvt'
'E8202','2610 ','e codes: transport- not mvt'
'E8203','2610 ','e codes: transport- not mvt'
'E8204','2610 ','e codes: transport- not mvt'
'E8205','2610 ','e codes: transport- not mvt'
'E8208','2610 ','e codes: transport- not mvt'
'E8209','2610 ','e codes: transport- not mvt'
'E8210','2610 ','e codes: transport- not mvt'
'E8211','2610 ','e codes: transport- not mvt'
'E8212','2610 ','e codes: transport- not mvt'
'E8213','2610 ','e codes: transport- not mvt'
'E8214','2610 ','e codes: transport- not mvt'
'E8215','2610 ','e codes: transport- not mvt'
'E8218','2610 ','e codes: transport- not mvt'
'E8219','2610 ','e codes: transport- not mvt'
'E8220','2610 ','e codes: transport- not mvt'
'E8221','2610 ','e codes: transport- not mvt'
'E8222','2610 ','e codes: transport- not mvt'
'E8223','2610 ','e codes: transport- not mvt'
'E8224','2610 ','e codes: transport- not mvt'
'E8225','2610 ','e codes: transport- not mvt'
'E8228','2610 ','e codes: transport- not mvt'
'E8229','2610 ','e codes: transport- not mvt'
'E8230','2610 ','e codes: transport- not mvt'
'E8231','2610 ','e codes: transport- not mvt'
'E8232','2610 ','e codes: transport- not mvt'
'E8233','2610 ','e codes: transport- not mvt'
'E8234','2610 ','e codes: transport- not mvt'
'E8235','2610 ','e codes: transport- not mvt'
'E8238','2610 ','e codes: transport- not mvt'
'E8239','2610 ','e codes: transport- not mvt'
'E8240','2610 ','e codes: transport- not mvt'
'E8241','2610 ','e codes: transport- not mvt'
'E8242','2610 ','e codes: transport- not mvt'
'E8243','2610 ','e codes: transport- not mvt'
'E8244','2610 ','e codes: transport- not mvt'
'E8245','2610 ','e codes: transport- not mvt'
'E8248','2610 ','e codes: transport- not mvt'
'E8249','2610 ','e codes: transport- not mvt'
'E8250','2610 ','e codes: transport- not mvt'
'E8251','2610 ','e codes: transport- not mvt'
'E8252','2610 ','e codes: transport- not mvt'
'E8253','2610 ','e codes: transport- not mvt'
'E8254','2610 ','e codes: transport- not mvt'
'E8255','2610 ','e codes: transport- not mvt'
'E8258','2610 ','e codes: transport- not mvt'
'E8259','2610 ','e codes: transport- not mvt'
'E8262','2610 ','e codes: transport- not mvt'
'E8263','2610 ','e codes: transport- not mvt'
'E8264','2610 ','e codes: transport- not mvt'
'E8268','2610 ','e codes: transport- not mvt'
'E8272','2610 ','e codes: transport- not mvt'
'E8273','2610 ','e codes: transport- not mvt'
'E8274','2610 ','e codes: transport- not mvt'
'E8278','2610 ','e codes: transport- not mvt'
'E8279','2610 ','e codes: transport- not mvt'
'E8282','2610 ','e codes: transport- not mvt'
'E8284','2610 ','e codes: transport- not mvt'
'E8288','2610 ','e codes: transport- not mvt'
'E8289','2610 ','e codes: transport- not mvt'
'E8294','2610 ','e codes: transport- not mvt'
'E8298','2610 ','e codes: transport- not mvt'
'E8299','2610 ','e codes: transport- not mvt'
'E8310','2610 ','e codes: transport- not mvt'
'E8311','2610 ','e codes: transport- not mvt'
'E8312','2610 ','e codes: transport- not mvt'
'E8313','2610 ','e codes: transport- not mvt'
'E8314','2610 ','e codes: transport- not mvt'
'E8315','2610 ','e codes: transport- not mvt'
'E8316','2610 ','e codes: transport- not mvt'
'E8318','2610 ','e codes: transport- not mvt'
'E8319','2610 ','e codes: transport- not mvt'
'E8330','2610 ','e codes: transport- not mvt'
'E8331','2610 ','e codes: transport- not mvt'
'E8332','2610 ','e codes: transport- not mvt'
'E8333','2610 ','e codes: transport- not mvt'
'E8334','2610 ','e codes: transport- not mvt'
'E8335','2610 ','e codes: transport- not mvt'
'E8336','2610 ','e codes: transport- not mvt'
'E8337','2610 ','e codes: transport- not mvt'
'E8338','2610 ','e codes: transport- not mvt'
'E8339','2610 ','e codes: transport- not mvt'
'E8340','2610 ','e codes: transport- not mvt'
'E8341','2610 ','e codes: transport- not mvt'
'E8342','2610 ','e codes: transport- not mvt'
'E8343','2610 ','e codes: transport- not mvt'
'E8344','2610 ','e codes: transport- not mvt'
'E8345','2610 ','e codes: transport- not mvt'
'E8346','2610 ','e codes: transport- not mvt'
'E8347','2610 ','e codes: transport- not mvt'
'E8348','2610 ','e codes: transport- not mvt'
'E8349','2610 ','e codes: transport- not mvt'
'E8350','2610 ','e codes: transport- not mvt'
'E8351','2610 ','e codes: transport- not mvt'
'E8352','2610 ','e codes: transport- not mvt'
'E8353','2610 ','e codes: transport- not mvt'
'E8354','2610 ','e codes: transport- not mvt'
'E8355','2610 ','e codes: transport- not mvt'
'E8356','2610 ','e codes: transport- not mvt'
'E8357','2610 ','e codes: transport- not mvt'
'E8358','2610 ','e codes: transport- not mvt'
'E8359','2610 ','e codes: transport- not mvt'
'E8360','2610 ','e codes: transport- not mvt'
'E8361','2610 ','e codes: transport- not mvt'
'E8362','2610 ','e codes: transport- not mvt'
'E8363','2610 ','e codes: transport- not mvt'
'E8364','2610 ','e codes: transport- not mvt'
'E8365','2610 ','e codes: transport- not mvt'
'E8366','2610 ','e codes: transport- not mvt'
'E8367','2610 ','e codes: transport- not mvt'
'E8368','2610 ','e codes: transport- not mvt'
'E8369','2610 ','e codes: transport- not mvt'
'E8370','2610 ','e codes: transport- not mvt'
'E8371','2610 ','e codes: transport- not mvt'
'E8372','2610 ','e codes: transport- not mvt'
'E8373','2610 ','e codes: transport- not mvt'
'E8374','2610 ','e codes: transport- not mvt'
'E8375','2610 ','e codes: transport- not mvt'
'E8376','2610 ','e codes: transport- not mvt'
'E8377','2610 ','e codes: transport- not mvt'
'E8378','2610 ','e codes: transport- not mvt'
'E8379','2610 ','e codes: transport- not mvt'
'E8380','2610 ','e codes: transport- not mvt'
'E8381','2610 ','e codes: transport- not mvt'
'E8382','2610 ','e codes: transport- not mvt'
'E8383','2610 ','e codes: transport- not mvt'
'E8384','2610 ','e codes: transport- not mvt'
'E8385','2610 ','e codes: transport- not mvt'
'E8386','2610 ','e codes: transport- not mvt'
'E8387','2610 ','e codes: transport- not mvt'
'E8388','2610 ','e codes: transport- not mvt'
'E8389','2610 ','e codes: transport- not mvt'
'E8400','2610 ','e codes: transport- not mvt'
'E8401','2610 ','e codes: transport- not mvt'
'E8402','2610 ','e codes: transport- not mvt'
'E8403','2610 ','e codes: transport- not mvt'
'E8404','2610 ','e codes: transport- not mvt'
'E8405','2610 ','e codes: transport- not mvt'
'E8406','2610 ','e codes: transport- not mvt'
'E8407','2610 ','e codes: transport- not mvt'
'E8408','2610 ','e codes: transport- not mvt'
'E8409','2610 ','e codes: transport- not mvt'
'E8410','2610 ','e codes: transport- not mvt'
'E8411','2610 ','e codes: transport- not mvt'
'E8412','2610 ','e codes: transport- not mvt'
'E8413','2610 ','e codes: transport- not mvt'
'E8414','2610 ','e codes: transport- not mvt'
'E8415','2610 ','e codes: transport- not mvt'
'E8416','2610 ','e codes: transport- not mvt'
'E8417','2610 ','e codes: transport- not mvt'
'E8418','2610 ','e codes: transport- not mvt'
'E8419','2610 ','e codes: transport- not mvt'
'E8426','2610 ','e codes: transport- not mvt'
'E8427','2610 ','e codes: transport- not mvt'
'E8428','2610 ','e codes: transport- not mvt'
'E8429','2610 ','e codes: transport- not mvt'
'E8430','2610 ','e codes: transport- not mvt'
'E8431','2610 ','e codes: transport- not mvt'
'E8432','2610 ','e codes: transport- not mvt'
'E8433','2610 ','e codes: transport- not mvt'
'E8434','2610 ','e codes: transport- not mvt'
'E8435','2610 ','e codes: transport- not mvt'
'E8436','2610 ','e codes: transport- not mvt'
'E8437','2610 ','e codes: transport- not mvt'
'E8438','2610 ','e codes: transport- not mvt'
'E8439','2610 ','e codes: transport- not mvt'
'E8440','2610 ','e codes: transport- not mvt'
'E8441','2610 ','e codes: transport- not mvt'
'E8442','2610 ','e codes: transport- not mvt'
'E8443','2610 ','e codes: transport- not mvt'
'E8444','2610 ','e codes: transport- not mvt'
'E8445','2610 ','e codes: transport- not mvt'
'E8446','2610 ','e codes: transport- not mvt'
'E8447','2610 ','e codes: transport- not mvt'
'E8448','2610 ','e codes: transport- not mvt'
'E8449','2610 ','e codes: transport- not mvt'
'E8450','2610 ','e codes: transport- not mvt'
'E8458','2610 ','e codes: transport- not mvt'
'E8459','2610 ','e codes: transport- not mvt'
'E9886','2610 ','e codes: transport- not mvt'
'E9000','2611 ','E Codes: Natural/environment'
'E9001','2611 ','E Codes: Natural/environment'
'E9009','2611 ','E Codes: Natural/environment'
'E9010','2611 ','E Codes: Natural/environment'
'E9011','2611 ','E Codes: Natural/environment'
'E9018','2611 ','E Codes: Natural/environment'
'E9019','2611 ','E Codes: Natural/environment'
'E9020','2611 ','E Codes: Natural/environment'
'E9021','2611 ','E Codes: Natural/environment'
'E9022','2611 ','E Codes: Natural/environment'
'E9028','2611 ','E Codes: Natural/environment'
'E9029','2611 ','E Codes: Natural/environment'
'E903 ','2611 ','E Codes: Natural/environment'
'E9040','2611 ','E Codes: Natural/environment'
'E9041','2611 ','E Codes: Natural/environment'
'E9042','2611 ','E Codes: Natural/environment'
'E9043','2611 ','E Codes: Natural/environment'
'E9049','2611 ','E Codes: Natural/environment'
'E9050','2611 ','E Codes: Natural/environment'
'E9051','2611 ','E Codes: Natural/environment'
'E9052','2611 ','E Codes: Natural/environment'
'E9053','2611 ','E Codes: Natural/environment'
'E9054','2611 ','E Codes: Natural/environment'
'E9055','2611 ','E Codes: Natural/environment'
'E9056','2611 ','E Codes: Natural/environment'
'E9057','2611 ','E Codes: Natural/environment'
'E9058','2611 ','E Codes: Natural/environment'
'E9059','2611 ','E Codes: Natural/environment'
'E9060','2611 ','E Codes: Natural/environment'
'E9061','2611 ','E Codes: Natural/environment'
'E9062','2611 ','E Codes: Natural/environment'
'E9063','2611 ','E Codes: Natural/environment'
'E9064','2611 ','E Codes: Natural/environment'
'E9065','2611 ','E Codes: Natural/environment'
'E9068','2611 ','E Codes: Natural/environment'
'E9069','2611 ','E Codes: Natural/environment'
'E907 ','2611 ','E Codes: Natural/environment'
'E908 ','2611 ','E Codes: Natural/environment'
'E9080','2611 ','E Codes: Natural/environment'
'E9081','2611 ','E Codes: Natural/environment'
'E9082','2611 ','E Codes: Natural/environment'
'E9083','2611 ','E Codes: Natural/environment'
'E9084','2611 ','E Codes: Natural/environment'
'E9088','2611 ','E Codes: Natural/environment'
'E9089','2611 ','E Codes: Natural/environment'
'E909 ','2611 ','E Codes: Natural/environment'
'E9090','2611 ','E Codes: Natural/environment'
'E9091','2611 ','E Codes: Natural/environment'
'E9092','2611 ','E Codes: Natural/environment'
'E9093','2611 ','E Codes: Natural/environment'
'E9094','2611 ','E Codes: Natural/environment'
'E9098','2611 ','E Codes: Natural/environment'
'E9099','2611 ','E Codes: Natural/environment'
'E9280','2611 ','E Codes: Natural/environment'
'E9281','2611 ','E Codes: Natural/environment'
'E9282','2611 ','E Codes: Natural/environment'
'E9883','2611 ','E Codes: Natural/environment'
'E927 ','2612 ','E Codes: Overexertion'
'E9270','2612 ','E Codes: Overexertion'
'E9271','2612 ','E Codes: Overexertion'
'E9272','2612 ','E Codes: Overexertion'
'E9273','2612 ','E Codes: Overexertion'
'E9278','2612 ','E Codes: Overexertion'
'E9279','2612 ','E Codes: Overexertion'
'E8500','2613 ','E Codes: Poisoning'
'E8501','2613 ','E Codes: Poisoning'
'E8502','2613 ','E Codes: Poisoning'
'E8503','2613 ','E Codes: Poisoning'
'E8504','2613 ','E Codes: Poisoning'
'E8505','2613 ','E Codes: Poisoning'
'E8506','2613 ','E Codes: Poisoning'
'E8507','2613 ','E Codes: Poisoning'
'E8508','2613 ','E Codes: Poisoning'
'E8509','2613 ','E Codes: Poisoning'
'E851 ','2613 ','E Codes: Poisoning'
'E8520','2613 ','E Codes: Poisoning'
'E8521','2613 ','E Codes: Poisoning'
'E8522','2613 ','E Codes: Poisoning'
'E8523','2613 ','E Codes: Poisoning'
'E8524','2613 ','E Codes: Poisoning'
'E8525','2613 ','E Codes: Poisoning'
'E8528','2613 ','E Codes: Poisoning'
'E8529','2613 ','E Codes: Poisoning'
'E8530','2613 ','E Codes: Poisoning'
'E8531','2613 ','E Codes: Poisoning'
'E8532','2613 ','E Codes: Poisoning'
'E8538','2613 ','E Codes: Poisoning'
'E8539','2613 ','E Codes: Poisoning'
'E8540','2613 ','E Codes: Poisoning'
'E8541','2613 ','E Codes: Poisoning'
'E8542','2613 ','E Codes: Poisoning'
'E8543','2613 ','E Codes: Poisoning'
'E8548','2613 ','E Codes: Poisoning'
'E8550','2613 ','E Codes: Poisoning'
'E8551','2613 ','E Codes: Poisoning'
'E8552','2613 ','E Codes: Poisoning'
'E8553','2613 ','E Codes: Poisoning'
'E8554','2613 ','E Codes: Poisoning'
'E8555','2613 ','E Codes: Poisoning'
'E8556','2613 ','E Codes: Poisoning'
'E8558','2613 ','E Codes: Poisoning'
'E8559','2613 ','E Codes: Poisoning'
'E856 ','2613 ','E Codes: Poisoning'
'E857 ','2613 ','E Codes: Poisoning'
'E8580','2613 ','E Codes: Poisoning'
'E8581','2613 ','E Codes: Poisoning'
'E8582','2613 ','E Codes: Poisoning'
'E8583','2613 ','E Codes: Poisoning'
'E8584','2613 ','E Codes: Poisoning'
'E8585','2613 ','E Codes: Poisoning'
'E8586','2613 ','E Codes: Poisoning'
'E8587','2613 ','E Codes: Poisoning'
'E8588','2613 ','E Codes: Poisoning'
'E8589','2613 ','E Codes: Poisoning'
'E8600','2613 ','E Codes: Poisoning'
'E8601','2613 ','E Codes: Poisoning'
'E8602','2613 ','E Codes: Poisoning'
'E8603','2613 ','E Codes: Poisoning'
'E8604','2613 ','E Codes: Poisoning'
'E8608','2613 ','E Codes: Poisoning'
'E8609','2613 ','E Codes: Poisoning'
'E8610','2613 ','E Codes: Poisoning'
'E8611','2613 ','E Codes: Poisoning'
'E8612','2613 ','E Codes: Poisoning'
'E8613','2613 ','E Codes: Poisoning'
'E8614','2613 ','E Codes: Poisoning'
'E8615','2613 ','E Codes: Poisoning'
'E8616','2613 ','E Codes: Poisoning'
'E8619','2613 ','E Codes: Poisoning'
'E8620','2613 ','E Codes: Poisoning'
'E8621','2613 ','E Codes: Poisoning'
'E8622','2613 ','E Codes: Poisoning'
'E8623','2613 ','E Codes: Poisoning'
'E8624','2613 ','E Codes: Poisoning'
'E8629','2613 ','E Codes: Poisoning'
'E8630','2613 ','E Codes: Poisoning'
'E8631','2613 ','E Codes: Poisoning'
'E8632','2613 ','E Codes: Poisoning'
'E8633','2613 ','E Codes: Poisoning'
'E8634','2613 ','E Codes: Poisoning'
'E8635','2613 ','E Codes: Poisoning'
'E8636','2613 ','E Codes: Poisoning'
'E8637','2613 ','E Codes: Poisoning'
'E8638','2613 ','E Codes: Poisoning'
'E8639','2613 ','E Codes: Poisoning'
'E8640','2613 ','E Codes: Poisoning'
'E8641','2613 ','E Codes: Poisoning'
'E8642','2613 ','E Codes: Poisoning'
'E8643','2613 ','E Codes: Poisoning'
'E8644','2613 ','E Codes: Poisoning'
'E8650','2613 ','E Codes: Poisoning'
'E8651','2613 ','E Codes: Poisoning'
'E8652','2613 ','E Codes: Poisoning'
'E8653','2613 ','E Codes: Poisoning'
'E8654','2613 ','E Codes: Poisoning'
'E8655','2613 ','E Codes: Poisoning'
'E8658','2613 ','E Codes: Poisoning'
'E8659','2613 ','E Codes: Poisoning'
'E8660','2613 ','E Codes: Poisoning'
'E8661','2613 ','E Codes: Poisoning'
'E8662','2613 ','E Codes: Poisoning'
'E8663','2613 ','E Codes: Poisoning'
'E8664','2613 ','E Codes: Poisoning'
'E8665','2613 ','E Codes: Poisoning'
'E8666','2613 ','E Codes: Poisoning'
'E8667','2613 ','E Codes: Poisoning'
'E8668','2613 ','E Codes: Poisoning'
'E8669','2613 ','E Codes: Poisoning'
'E867 ','2613 ','E Codes: Poisoning'
'E8680','2613 ','E Codes: Poisoning'
'E8681','2613 ','E Codes: Poisoning'
'E8682','2613 ','E Codes: Poisoning'
'E8683','2613 ','E Codes: Poisoning'
'E8688','2613 ','E Codes: Poisoning'
'E8689','2613 ','E Codes: Poisoning'
'E8690','2613 ','E Codes: Poisoning'
'E8691','2613 ','E Codes: Poisoning'
'E8692','2613 ','E Codes: Poisoning'
'E8693','2613 ','E Codes: Poisoning'
'E8694','2613 ','E Codes: Poisoning'
'E8698','2613 ','E Codes: Poisoning'
'E8699','2613 ','E Codes: Poisoning'
'E9620','2613 ','E Codes: Poisoning'
'E9621','2613 ','E Codes: Poisoning'
'E9622','2613 ','E Codes: Poisoning'
'E9629','2613 ','E Codes: Poisoning'
'E972 ','2613 ','E Codes: Poisoning'
'E9800','2613 ','E Codes: Poisoning'
'E9801','2613 ','E Codes: Poisoning'
'E9802','2613 ','E Codes: Poisoning'
'E9803','2613 ','E Codes: Poisoning'
'E9804','2613 ','E Codes: Poisoning'
'E9805','2613 ','E Codes: Poisoning'
'E9806','2613 ','E Codes: Poisoning'
'E9807','2613 ','E Codes: Poisoning'
'E9808','2613 ','E Codes: Poisoning'
'E9809','2613 ','E Codes: Poisoning'
'E9810','2613 ','E Codes: Poisoning'
'E9811','2613 ','E Codes: Poisoning'
'E9818','2613 ','E Codes: Poisoning'
'E9820','2613 ','E Codes: Poisoning'
'E9821','2613 ','E Codes: Poisoning'
'E9828','2613 ','E Codes: Poisoning'
'E9829','2613 ','E Codes: Poisoning'
'E916 ','2614 ','E Codes: Struck by- against'
'E9170','2614 ','E Codes: Struck by- against'
'E9171','2614 ','E Codes: Struck by- against'
'E9172','2614 ','E Codes: Struck by- against'
'E9173','2614 ','E Codes: Struck by- against'
'E9174','2614 ','E Codes: Struck by- against'
'E9175','2614 ','E Codes: Struck by- against'
'E9176','2614 ','E Codes: Struck by- against'
'E9177','2614 ','E Codes: Struck by- against'
'E9178','2614 ','E Codes: Struck by- against'
'E9179','2614 ','E Codes: Struck by- against'
'E9274','2614 ','E Codes: Struck by- against'
'E9600','2614 ','E Codes: Struck by- against'
'E9682','2614 ','E Codes: Struck by- against'
'E973 ','2614 ','E Codes: Struck by- against'
'E975 ','2614 ','E Codes: Struck by- against'
'E911 ','2615 ','E Codes: Suffocation'
'E912 ','2615 ','E Codes: Suffocation'
'E9130','2615 ','E Codes: Suffocation'
'E9131','2615 ','E Codes: Suffocation'
'E9132','2615 ','E Codes: Suffocation'
'E9133','2615 ','E Codes: Suffocation'
'E9138','2615 ','E Codes: Suffocation'
'E9139','2615 ','E Codes: Suffocation'
'E9284','2615 ','E Codes: Suffocation'
'E9285','2615 ','E Codes: Suffocation'
'E963 ','2615 ','E Codes: Suffocation'
'E9830','2615 ','E Codes: Suffocation'
'E9831','2615 ','E Codes: Suffocation'
'E9838','2615 ','E Codes: Suffocation'
'E9839','2615 ','E Codes: Suffocation'
'E8700','2616 ','E Codes: Adverse effects of medical care'
'E8701','2616 ','E Codes: Adverse effects of medical care'
'E8702','2616 ','E Codes: Adverse effects of medical care'
'E8703','2616 ','E Codes: Adverse effects of medical care'
'E8704','2616 ','E Codes: Adverse effects of medical care'
'E8705','2616 ','E Codes: Adverse effects of medical care'
'E8706','2616 ','E Codes: Adverse effects of medical care'
'E8707','2616 ','E Codes: Adverse effects of medical care'
'E8708','2616 ','E Codes: Adverse effects of medical care'
'E8709','2616 ','E Codes: Adverse effects of medical care'
'E8710','2616 ','E Codes: Adverse effects of medical care'
'E8711','2616 ','E Codes: Adverse effects of medical care'
'E8712','2616 ','E Codes: Adverse effects of medical care'
'E8713','2616 ','E Codes: Adverse effects of medical care'
'E8714','2616 ','E Codes: Adverse effects of medical care'
'E8715','2616 ','E Codes: Adverse effects of medical care'
'E8716','2616 ','E Codes: Adverse effects of medical care'
'E8717','2616 ','E Codes: Adverse effects of medical care'
'E8718','2616 ','E Codes: Adverse effects of medical care'
'E8719','2616 ','E Codes: Adverse effects of medical care'
'E8720','2616 ','E Codes: Adverse effects of medical care'
'E8721','2616 ','E Codes: Adverse effects of medical care'
'E8722','2616 ','E Codes: Adverse effects of medical care'
'E8723','2616 ','E Codes: Adverse effects of medical care'
'E8724','2616 ','E Codes: Adverse effects of medical care'
'E8725','2616 ','E Codes: Adverse effects of medical care'
'E8726','2616 ','E Codes: Adverse effects of medical care'
'E8728','2616 ','E Codes: Adverse effects of medical care'
'E8729','2616 ','E Codes: Adverse effects of medical care'
'E8730','2616 ','E Codes: Adverse effects of medical care'
'E8731','2616 ','E Codes: Adverse effects of medical care'
'E8732','2616 ','E Codes: Adverse effects of medical care'
'E8733','2616 ','E Codes: Adverse effects of medical care'
'E8734','2616 ','E Codes: Adverse effects of medical care'
'E8735','2616 ','E Codes: Adverse effects of medical care'
'E8736','2616 ','E Codes: Adverse effects of medical care'
'E8738','2616 ','E Codes: Adverse effects of medical care'
'E8739','2616 ','E Codes: Adverse effects of medical care'
'E8740','2616 ','E Codes: Adverse effects of medical care'
'E8741','2616 ','E Codes: Adverse effects of medical care'
'E8742','2616 ','E Codes: Adverse effects of medical care'
'E8743','2616 ','E Codes: Adverse effects of medical care'
'E8744','2616 ','E Codes: Adverse effects of medical care'
'E8745','2616 ','E Codes: Adverse effects of medical care'
'E8748','2616 ','E Codes: Adverse effects of medical care'
'E8749','2616 ','E Codes: Adverse effects of medical care'
'E8750','2616 ','E Codes: Adverse effects of medical care'
'E8751','2616 ','E Codes: Adverse effects of medical care'
'E8752','2616 ','E Codes: Adverse effects of medical care'
'E8758','2616 ','E Codes: Adverse effects of medical care'
'E8759','2616 ','E Codes: Adverse effects of medical care'
'E8760','2616 ','E Codes: Adverse effects of medical care'
'E8761','2616 ','E Codes: Adverse effects of medical care'
'E8762','2616 ','E Codes: Adverse effects of medical care'
'E8763','2616 ','E Codes: Adverse effects of medical care'
